product_family,articulation,pose,product_weight_g,height_cm,complexity_score,stability_index,center_of_gravity,hair_length,dress_length,accessory_count,accessory_weight_g,fragility_score,attachment_needed,fragile_parts_count,movement_score,protection_score,packaging_complexity,overall_risk,recommended_head_strap,recommended_waist_strap,recommended_hand_strap,recommended_leg_strap,recommended_back_support,recommended_base_support,recommended_material,eco_score,relative_cost,recyclable
Fashionistas,Standard,Sitting,115,29.2,3,8,Center,Long,Short,1,2.0,1,0,1,0,1,3,1.0,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Dreamtopia,Standard,One Leg Bent,132,30.0,7,5,Back,Long,Short,0,0.0,0,0,1,7,1,7,4.9,0,2,0,1,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,Standing Straight,117,29.0,3,8,Center,Very Long,Short,4,47.0,8,2,2,0,7,4,3.2,2,2,1,0,1,0,rPET,74.0,1.1,Yes
Extra,Curvy,Arms Open,138,30.0,6,6,Center,Long,Knee,0,0.0,0,0,1,6,1,6,4.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Signature,Made to Move,Sitting,142,29.0,8,6,Center,Medium,Knee,1,12.0,2,1,0,5,1,9,4.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,One Hand Up,137,30.2,6,6,Center,Very Long,Knee,0,0.0,0,0,2,5,2,6,4.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,Arms Open,137,30.0,6,6,Center,Long,Knee,0,0.0,0,0,1,6,1,6,4.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Made to Move,Made to Move,Standing Straight,117,29.0,7,5,Left,Medium,Knee,4,54.0,6,3,0,3,5,9,4.9,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Dreamtopia,Standard,One Leg Bent,135,30.0,7,5,Back,Long,Short,4,30.0,8,1,1,7,4,8,6.2,1,4,0,1,1,0,Virgin PET,52.0,1.0,Yes
Careers,Standard,Arms Open,128,29.0,5,7,Center,Long,Short,0,0.0,0,0,1,4,1,5,3.2,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Fashionistas,Standard,One Leg Bent,118,29.0,3,8,Center,Medium,Knee,3,15.0,5,0,0,2,2,4,2.4,0,2,0,1,0,0,Recycled Cardboard + rPET,94.0,0.85,Yes
Made to Move,Made to Move,One Leg Bent,130,29.0,7,5,Left,Long,Knee,5,69.0,7,4,1,6,7,10,7.2,2,4,2,1,1,0,Virgin PET,46.0,1.0,Yes
Signature,Made to Move,Walking,150,29.0,8,6,Center,Long,Short,5,47.0,8,2,1,8,6,10,7.7,1,4,1,2,1,1,Virgin PET,43.0,1.0,Yes
Extra,Curvy,One Hand Up,130,30.0,6,6,Center,Long,Long,0,0.0,0,0,2,5,2,6,4.2,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Made to Move,Made to Move,Arms Open,121,29.2,7,5,Left,Short,Knee,0,0.0,0,0,0,6,0,8,4.3,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Fashionistas,Standard,Standing Straight,111,29.2,3,8,Center,Medium,Long,1,14.0,3,1,1,0,2,3,1.3,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Dreamtopia,Standard,One Hand on Hip,133,30.2,7,5,Back,Short,Short,4,32.0,6,2,0,6,4,8,5.7,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Fashionistas,Standard,One Hand Up,118,29.0,3,8,Center,Short,Knee,2,9.0,4,0,0,1,1,3,1.4,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Made to Move,Made to Move,Standing Straight,126,29.2,7,5,Left,Long,Short,0,0.0,0,0,1,4,1,8,3.8,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Dreamtopia,Standard,Two Hands Up,121,30.0,7,5,Back,Short,Short,1,7.0,1,0,0,7,0,7,4.6,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Dreamtopia,Standard,Standing Straight,126,30.2,7,5,Back,Medium,Short,4,26.0,5,1,0,5,3,8,4.9,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Made to Move,Made to Move,One Hand Up,123,29.0,7,5,Left,Medium,Long,3,47.0,3,2,1,5,5,9,5.8,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Dreamtopia,Standard,Arms Open,133,30.2,7,5,Back,Short,Short,5,67.0,6,3,0,7,5,9,6.7,1,4,1,0,1,0,Virgin PET,52.0,1.0,Yes
Extra,Curvy,Standing Straight,131,30.2,6,6,Center,Medium,Knee,4,26.0,5,1,0,4,3,7,4.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,Walking,138,30.0,6,6,Center,Medium,Knee,3,29.0,4,2,0,7,3,7,5.6,0,2,1,1,0,0,rPET,82.0,1.1,Yes
Dreamtopia,Standard,One Leg Bent,127,30.0,7,5,Back,Medium,Knee,5,46.0,6,3,0,7,5,9,6.7,2,4,1,1,1,0,Virgin PET,48.0,1.0,Yes
Made to Move,Made to Move,Walking,117,29.0,7,5,Left,Very Long,Knee,1,30.0,1,1,2,6,3,8,5.4,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Made to Move,Made to Move,Standing Straight,122,29.0,7,5,Left,Short,Short,1,5.0,1,0,0,4,0,8,3.4,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Signature,Made to Move,One Hand Up,133,29.0,8,6,Center,Short,Knee,2,23.0,5,1,0,5,3,9,5.1,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Careers,Standard,Two Hands Up,130,29.0,5,7,Center,Long,Knee,2,4.0,2,0,1,4,2,5,3.5,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Made to Move,Made to Move,Two Hands Up,118,29.0,7,5,Left,Short,Long,3,28.0,5,1,1,5,4,9,5.4,1,3,0,0,0,0,rPET,82.0,1.1,Yes
Made to Move,Made to Move,One Leg Bent,127,29.0,7,5,Left,Long,Short,5,34.0,7,2,1,6,5,10,6.4,1,4,1,1,1,0,Virgin PET,50.0,1.0,Yes
Extra,Curvy,Arms Open,129,30.0,6,6,Center,Medium,Knee,0,0.0,0,0,0,6,0,6,3.9,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Careers,Standard,One Hand Up,126,29.2,5,7,Center,Long,Knee,3,52.0,8,2,1,3,6,6,4.6,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Signature,Made to Move,Sitting,141,29.0,8,6,Center,Long,Short,3,30.0,4,3,1,5,4,10,5.6,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Signature,Made to Move,Two Hands Up,137,29.0,8,6,Center,Long,Short,2,12.0,2,1,1,6,2,9,5.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Made to Move,Made to Move,Walking,125,29.0,7,5,Left,Long,Short,1,14.0,3,1,1,7,2,8,5.4,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Dreamtopia,Standard,Walking,125,30.2,7,5,Back,Short,Knee,4,42.0,6,3,0,8,5,8,7.0,1,4,1,2,1,1,Virgin PET,43.0,1.0,Yes
Signature,Made to Move,Arms Open,130,29.0,8,6,Center,Long,Long,1,28.0,2,1,2,6,4,9,5.9,1,3,0,0,0,0,rPET,82.0,1.1,Yes
Dreamtopia,Standard,Sitting,123,30.0,7,5,Back,Short,Short,5,67.0,10,4,0,5,6,9,6.2,1,3,2,0,1,0,Virgin PET,52.0,1.0,Yes
Dreamtopia,Standard,Sitting,131,30.0,7,5,Back,Very Long,Knee,4,54.0,6,3,2,5,7,8,6.3,2,4,1,0,1,0,Virgin PET,50.0,1.0,Yes
Made to Move,Made to Move,Sitting,116,29.2,7,5,Left,Medium,Short,4,44.0,5,1,0,3,4,9,4.6,1,3,0,0,0,0,rPET,82.0,1.1,Yes
Fashionistas,Standard,One Hand Up,115,29.0,3,8,Center,Long,Long,3,24.0,4,2,2,1,5,4,3.0,1,2,1,0,0,0,Recycled Cardboard + rPET,92.0,0.85,Yes
Fashionistas,Standard,Two Hands Up,111,29.0,3,8,Center,Very Long,Short,4,20.0,5,1,2,2,5,4,3.4,1,2,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,One Hand on Hip,134,30.0,6,6,Center,Medium,Short,0,0.0,0,0,0,5,0,6,3.4,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Made to Move,Made to Move,One Hand on Hip,127,29.0,7,5,Left,Very Long,Long,5,57.0,6,3,3,5,8,10,7.0,2,4,1,0,1,0,Virgin PET,50.0,1.0,Yes
Extra,Curvy,Two Hands Up,126,30.0,6,6,Center,Long,Long,0,0.0,0,0,2,6,2,6,4.6,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,One Hand on Hip,119,29.0,3,8,Center,Medium,Short,0,0.0,0,0,0,1,0,3,1.0,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Extra,Curvy,Two Hands Up,136,30.2,6,6,Center,Short,Short,0,0.0,0,0,0,6,0,6,3.9,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Fashionistas,Standard,Two Hands Up,113,29.0,3,8,Center,Long,Long,3,36.0,4,2,2,2,5,4,3.4,1,2,1,0,0,0,rPET,82.0,1.1,Yes
Careers,Standard,Arms Open,119,29.2,5,7,Center,Medium,Knee,2,44.0,3,2,0,3,4,5,3.8,1,2,1,0,0,0,rPET,82.0,1.1,Yes
Dreamtopia,Standard,Two Hands Up,125,30.2,7,5,Back,Long,Short,3,19.0,4,1,1,7,2,8,5.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Made to Move,Made to Move,Sitting,129,29.0,7,5,Left,Short,Knee,0,0.0,0,0,0,4,0,8,3.4,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Careers,Standard,Two Hands Up,121,29.0,5,7,Center,Short,Short,3,31.0,6,2,0,4,4,6,4.4,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Dreamtopia,Standard,One Hand Up,121,30.0,7,5,Back,Long,Long,5,36.0,10,2,2,6,6,9,6.6,1,4,1,0,1,0,Virgin PET,52.0,1.0,Yes
Careers,Standard,One Hand Up,130,29.2,5,7,Center,Medium,Knee,1,12.0,1,1,0,3,0,5,2.4,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Dreamtopia,Standard,One Leg Bent,132,30.2,7,5,Back,Long,Knee,3,32.0,5,2,1,7,5,8,6.5,1,4,1,1,1,0,Virgin PET,50.0,1.0,Yes
Signature,Made to Move,Arms Open,130,29.0,8,6,Center,Short,Knee,5,88.0,7,5,0,6,6,10,6.8,1,4,2,0,1,0,Virgin PET,50.0,1.0,Yes
Extra,Curvy,One Hand on Hip,135,30.0,6,6,Center,Very Long,Knee,3,29.0,3,2,2,5,5,7,5.4,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Signature,Made to Move,One Leg Bent,132,29.0,8,6,Center,Medium,Short,4,58.0,8,2,0,6,5,10,6.4,1,4,1,1,1,0,Virgin PET,50.0,1.0,Yes
Fashionistas,Standard,Sitting,111,29.0,3,8,Center,Very Long,Short,3,34.0,4,2,2,0,5,4,2.6,1,2,1,0,0,0,Recycled Cardboard + rPET,92.0,0.85,Yes
Signature,Made to Move,Two Hands Up,133,29.2,8,6,Center,Long,Knee,1,18.0,1,1,1,6,1,9,4.8,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,One Hand on Hip,129,30.0,6,6,Center,Short,Knee,2,16.0,2,1,0,5,1,6,3.8,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Extra,Curvy,Sitting,129,30.0,6,6,Center,Short,Short,0,0.0,0,0,0,4,0,6,3.0,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Signature,Made to Move,One Leg Bent,146,29.0,8,6,Center,Long,Long,1,18.0,1,1,2,7,2,9,5.6,0,3,0,1,0,1,rPET,77.0,1.1,Yes
Signature,Made to Move,Standing Straight,145,29.0,8,6,Center,Long,Knee,2,29.0,2,1,1,5,3,9,5.1,0,3,0,0,0,1,rPET,79.0,1.1,Yes
Careers,Standard,One Hand Up,126,29.0,5,7,Center,Very Long,Knee,1,1.0,1,0,2,3,2,5,3.0,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Extra,Curvy,One Hand on Hip,126,30.0,6,6,Center,Short,Short,5,43.0,6,2,0,5,5,8,5.6,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Extra,Curvy,Sitting,133,30.2,6,6,Center,Short,Short,3,61.0,6,2,0,4,5,7,5.0,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Dreamtopia,Standard,Standing Straight,123,30.2,7,5,Back,Short,Knee,1,30.0,1,1,0,5,1,7,4.0,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Signature,Made to Move,Standing Straight,141,29.2,8,6,Center,Long,Knee,2,13.0,3,1,1,5,2,9,4.8,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Signature,Made to Move,Walking,138,29.0,8,6,Center,Long,Short,0,0.0,0,0,1,7,1,9,5.3,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Careers,Standard,One Hand on Hip,118,29.0,5,7,Center,Long,Long,5,73.0,9,3,2,2,7,7,4.8,2,3,1,0,1,0,rPET,72.0,1.1,Yes
Fashionistas,Standard,Standing Straight,113,29.2,3,8,Center,Medium,Short,4,48.0,6,3,0,0,5,4,2.6,1,2,1,0,0,0,Recycled Cardboard + rPET,92.0,0.85,Yes
Dreamtopia,Standard,One Hand on Hip,135,30.0,7,5,Back,Long,Short,1,4.0,1,0,1,6,1,7,4.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,One Hand on Hip,118,29.2,3,8,Center,Medium,Long,4,54.0,9,4,1,1,7,4,3.7,2,2,2,0,1,0,rPET,72.0,1.1,Yes
Fashionistas,Standard,Standing Straight,115,29.0,3,8,Center,Long,Short,3,23.0,8,1,1,0,4,4,2.2,1,1,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Extra,Curvy,Walking,125,30.0,6,6,Center,Long,Knee,1,22.0,3,1,1,7,3,6,5.4,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Extra,Curvy,Walking,126,30.2,6,6,Center,Short,Long,3,32.0,3,2,1,7,4,7,6.0,1,3,1,1,0,0,rPET,78.0,1.1,Yes
Careers,Standard,One Hand Up,117,29.0,5,7,Center,Medium,Knee,4,29.0,5,1,0,2,3,6,3.2,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Careers,Standard,One Hand Up,127,29.2,5,7,Center,Medium,Short,1,1.0,1,0,0,3,0,5,2.4,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Signature,Made to Move,Standing Straight,148,29.2,8,6,Center,Short,Long,4,41.0,5,2,1,5,6,10,6.4,1,4,1,0,1,1,Virgin PET,47.0,1.0,Yes
Extra,Curvy,One Hand Up,133,30.0,6,6,Center,Long,Short,2,14.0,2,1,1,5,2,6,4.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,Arms Open,130,30.0,6,6,Center,Short,Short,0,0.0,0,0,0,6,0,6,3.9,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Extra,Curvy,Sitting,133,30.0,6,6,Center,Medium,Knee,5,73.0,7,3,0,4,5,8,5.2,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Made to Move,Made to Move,One Hand Up,121,29.2,7,5,Left,Short,Knee,5,59.0,8,4,0,5,6,10,6.4,1,4,2,0,1,0,Virgin PET,50.0,1.0,Yes
Signature,Made to Move,Walking,132,29.2,8,6,Center,Long,Short,1,2.0,3,0,1,7,2,9,5.6,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Careers,Standard,One Hand Up,124,29.0,5,7,Center,Very Long,Knee,0,0.0,0,0,2,3,2,5,3.0,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Signature,Made to Move,Arms Open,137,29.2,8,6,Center,Very Long,Short,0,0.0,0,0,2,6,2,9,5.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,One Hand on Hip,128,30.2,6,6,Center,Long,Short,5,65.0,8,4,1,5,7,8,6.3,2,4,2,0,1,0,Virgin PET,48.0,1.0,Yes
Careers,Standard,Sitting,121,29.0,5,7,Center,Medium,Short,4,31.0,4,1,0,2,2,6,2.8,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Signature,Made to Move,Sitting,142,29.0,8,6,Center,Medium,Knee,3,24.0,4,1,0,5,2,10,5.0,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,Sitting,140,30.0,6,6,Center,Medium,Knee,1,14.0,3,1,0,5,1,6,3.8,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Dreamtopia,Standard,Walking,135,30.2,7,5,Back,Short,Short,2,25.0,4,1,0,8,2,7,5.7,0,3,0,2,0,1,rPET,75.0,1.1,Yes
Extra,Curvy,Two Hands Up,137,30.2,6,6,Center,Long,Short,0,0.0,0,0,1,6,1,6,4.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Dreamtopia,Standard,Two Hands Up,134,30.2,7,5,Back,Very Long,Short,4,27.0,7,1,2,7,5,8,6.5,1,4,0,0,1,0,Virgin PET,54.0,1.0,Yes
Fashionistas,Standard,Two Hands Up,110,29.2,3,8,Center,Short,Short,0,0.0,0,0,0,2,0,3,1.5,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Careers,Standard,Sitting,115,29.2,5,7,Center,Very Long,Short,0,0.0,0,0,2,1,2,5,2.2,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Signature,Made to Move,One Hand on Hip,150,29.2,8,6,Center,Short,Long,0,0.0,0,0,1,6,1,9,4.8,0,3,0,0,0,1,rPET,79.0,1.1,Yes
Made to Move,Made to Move,Sitting,125,29.2,7,5,Left,Short,Short,4,27.0,5,2,0,4,4,9,5.0,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Signature,Made to Move,One Leg Bent,139,29.0,8,6,Center,Medium,Short,4,51.0,7,3,0,6,5,10,6.4,1,4,1,1,1,0,Virgin PET,50.0,1.0,Yes
Dreamtopia,Standard,Arms Open,123,30.0,7,5,Back,Long,Short,2,18.0,3,1,1,7,2,7,5.2,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,One Hand on Hip,116,29.0,3,8,Center,Short,Short,1,10.0,2,0,0,1,1,3,1.4,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Fashionistas,Standard,Arms Open,116,29.0,3,8,Center,Short,Knee,1,3.0,1,0,0,2,0,3,1.5,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Careers,Standard,Walking,127,29.2,5,7,Center,Long,Long,0,0.0,0,0,2,5,2,5,4.0,0,2,0,1,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,Sitting,111,29.0,3,8,Center,Short,Long,2,24.0,3,2,1,0,4,3,2.0,1,1,1,0,0,0,Recycled Cardboard + rPET,94.0,0.85,Yes
Dreamtopia,Standard,Arms Open,131,30.0,7,5,Back,Long,Knee,1,7.0,1,0,1,7,1,7,4.9,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Fashionistas,Standard,Arms Open,115,29.2,3,8,Center,Short,Knee,5,97.0,6,4,0,2,6,5,4.0,1,3,2,0,0,0,rPET,78.0,1.1,Yes
Extra,Curvy,Walking,134,30.0,6,6,Center,Long,Short,3,38.0,5,2,1,7,5,7,6.3,1,4,1,1,1,0,Virgin PET,50.0,1.0,Yes
Made to Move,Made to Move,Sitting,117,29.0,7,5,Left,Long,Long,5,49.0,9,5,2,3,8,10,6.2,2,4,2,0,1,0,Virgin PET,48.0,1.0,Yes
Careers,Standard,Sitting,119,29.0,5,7,Center,Medium,Knee,3,53.0,4,3,0,1,4,6,3.0,1,2,1,0,0,0,rPET,82.0,1.1,Yes
Careers,Standard,Two Hands Up,128,29.2,5,7,Center,Medium,Short,1,18.0,3,1,0,4,1,5,3.2,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Dreamtopia,Standard,Arms Open,132,30.0,7,5,Back,Medium,Knee,5,68.0,9,3,0,7,5,9,6.7,1,4,1,0,1,0,Virgin PET,52.0,1.0,Yes
Signature,Made to Move,Sitting,150,29.0,8,6,Center,Short,Long,1,2.0,1,0,1,5,1,9,4.4,0,3,0,0,0,1,rPET,79.0,1.1,Yes
Signature,Made to Move,One Leg Bent,147,29.0,8,6,Center,Long,Knee,4,28.0,5,1,1,7,4,10,6.6,1,4,0,1,1,1,Virgin PET,47.0,1.0,Yes
Signature,Made to Move,One Hand on Hip,148,29.2,8,6,Center,Medium,Knee,5,60.0,9,4,0,6,6,10,6.8,1,4,2,0,1,1,Virgin PET,45.0,1.0,Yes
Fashionistas,Standard,Arms Open,111,29.0,3,8,Center,Medium,Short,0,0.0,0,0,0,2,0,3,1.5,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Fashionistas,Standard,One Hand on Hip,115,29.2,3,8,Center,Medium,Short,0,0.0,0,0,0,1,0,3,1.0,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Careers,Standard,Two Hands Up,116,29.0,5,7,Center,Medium,Long,1,30.0,1,1,1,3,2,5,3.0,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Extra,Curvy,Walking,129,30.2,6,6,Center,Very Long,Long,1,7.0,1,0,3,7,3,6,5.4,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Careers,Standard,Sitting,122,29.0,5,7,Center,Long,Short,5,68.0,9,5,1,2,7,7,4.8,2,3,2,0,1,0,rPET,70.0,1.1,Yes
Dreamtopia,Standard,Standing Straight,132,30.2,7,5,Back,Short,Long,2,27.0,3,2,1,5,4,7,5.0,1,2,1,0,0,0,rPET,82.0,1.1,Yes
Signature,Made to Move,Standing Straight,148,29.0,8,6,Center,Medium,Knee,1,30.0,1,1,0,5,1,9,4.4,0,2,0,0,0,1,rPET,81.0,1.1,Yes
Dreamtopia,Standard,One Hand on Hip,131,30.0,7,5,Back,Short,Short,4,42.0,4,1,0,6,3,8,5.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Made to Move,Made to Move,Walking,128,29.0,7,5,Left,Long,Knee,1,2.0,1,0,1,7,1,8,5.1,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Made to Move,Made to Move,One Leg Bent,124,29.0,7,5,Left,Medium,Short,5,60.0,8,4,0,6,6,10,6.8,1,4,2,1,1,0,Virgin PET,48.0,1.0,Yes
Extra,Curvy,Walking,129,30.0,6,6,Center,Long,Short,1,5.0,1,0,1,7,1,6,4.7,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Fashionistas,Standard,Arms Open,110,29.0,3,8,Center,Long,Knee,3,20.0,3,1,1,2,3,4,2.8,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Made to Move,Made to Move,One Hand Up,123,29.2,7,5,Left,Long,Knee,3,23.0,4,2,1,5,4,9,5.4,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Made to Move,Made to Move,Two Hands Up,117,29.2,7,5,Left,Medium,Long,5,55.0,9,2,1,5,6,10,6.4,1,4,1,0,1,0,Virgin PET,52.0,1.0,Yes
Dreamtopia,Standard,One Hand Up,127,30.0,7,5,Back,Short,Knee,4,19.0,9,0,0,6,2,8,5.0,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Extra,Curvy,One Hand Up,127,30.2,6,6,Center,Medium,Short,5,38.0,7,2,0,5,4,8,5.2,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Signature,Made to Move,Walking,131,29.0,8,6,Center,Long,Short,0,0.0,0,0,1,7,1,9,5.3,0,3,0,1,0,0,rPET,82.0,1.1,Yes
Careers,Standard,Sitting,126,29.2,5,7,Center,Long,Short,1,25.0,1,1,1,2,2,5,2.6,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Dreamtopia,Standard,One Hand on Hip,123,30.0,7,5,Back,Medium,Short,2,7.0,4,0,0,6,1,7,4.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Dreamtopia,Standard,Sitting,126,30.2,7,5,Back,Very Long,Short,0,0.0,0,0,2,5,2,7,4.4,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Made to Move,Made to Move,Sitting,116,29.2,7,5,Left,Very Long,Knee,0,0.0,0,0,2,3,2,8,3.6,0,2,0,0,0,0,rPET,86.0,1.1,Yes
Signature,Made to Move,One Hand Up,139,29.0,8,6,Center,Very Long,Knee,3,35.0,5,2,2,5,6,10,6.4,1,4,1,0,1,0,Virgin PET,52.0,1.0,Yes
Fashionistas,Standard,Sitting,116,29.2,3,8,Center,Medium,Short,5,79.0,9,4,0,0,6,5,3.1,1,1,2,0,0,0,rPET,82.0,1.1,Yes
Extra,Curvy,One Hand on Hip,128,30.2,6,6,Center,Long,Short,4,53.0,5,3,1,5,6,7,5.8,1,3,1,0,0,0,rPET,80.0,1.1,Yes
Made to Move,Made to Move,Standing Straight,116,29.0,7,5,Left,Short,Knee,0,0.0,0,0,0,3,0,8,3.0,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Fashionistas,Standard,Two Hands Up,111,29.2,3,8,Center,Medium,Short,5,70.0,6,4,0,2,6,5,4.0,1,3,2,0,0,0,rPET,78.0,1.1,Yes
Dreamtopia,Standard,One Hand on Hip,125,30.2,7,5,Back,Long,Knee,5,46.0,7,4,1,6,7,9,7.0,2,4,2,0,1,0,Virgin PET,48.0,1.0,Yes
Fashionistas,Standard,Two Hands Up,115,29.0,3,8,Center,Long,Short,2,26.0,3,1,1,2,3,3,2.6,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Fashionistas,Standard,One Hand Up,116,29.0,3,8,Center,Long,Knee,3,23.0,5,1,1,1,4,4,2.6,1,2,0,0,0,0,Recycled Cardboard + rPET,94.0,0.85,Yes
Signature,Made to Move,Walking,149,29.0,8,6,Center,Very Long,Knee,3,15.0,4,1,2,8,3,10,6.6,0,3,0,2,1,1,Virgin PET,49.0,1.0,Yes
Fashionistas,Standard,One Leg Bent,110,29.0,3,8,Center,Long,Short,0,0.0,0,0,1,2,1,3,1.8,0,1,0,1,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Signature,Made to Move,One Leg Bent,145,29.0,8,6,Center,Medium,Short,2,8.0,4,0,0,7,1,9,5.3,0,3,0,1,0,1,rPET,77.0,1.1,Yes
Dreamtopia,Standard,Walking,128,30.2,7,5,Back,Medium,Short,1,7.0,1,0,0,8,0,7,5.0,0,3,0,2,0,1,rPET,75.0,1.1,Yes
Fashionistas,Standard,One Hand Up,117,29.0,3,8,Center,Long,Knee,1,9.0,2,1,1,1,2,3,1.8,0,1,0,0,0,0,Recycled Cardboard + rPET,98.0,0.85,Yes
Dreamtopia,Standard,Sitting,123,30.2,7,5,Back,Medium,Short,2,8.0,2,0,0,5,1,7,4.0,0,3,0,0,0,0,rPET,84.0,1.1,Yes
Careers,Standard,One Hand on Hip,119,29.0,5,7,Center,Medium,Long,2,20.0,3,1,1,2,3,5,3.0,0,2,0,0,0,0,Recycled Cardboard + rPET,96.0,0.85,Yes
Dreamtopia,Standard,Arms Open,133,30.2,7,5,Back,Medium,Long,5,57.0,9,3,1,7,6,9,7.0,1,3,1,0,1,0,Virgin PET,54.0,1.0,Yes
Careers,Standard,Two Hands Up,116,29.2,5,7,Center,Long,Knee,4,61.0,5,3,1,3,6,6,4.6,1,2,1,0,0,0,rPET,82.0,1.1,Yes
